season,pitcher_id,pitcher_team_id,pitcher_team,pitcher_hand,main_rows,pitcher_trackman_id,track_rows,count_error,mix_error,cost,margin
2019,21961,16,LOT_GIA,1,2699,621245,2239,0.13559064460819048,0.10864008218050003,0.35287080896919054,0.10489383995531831
2019,23422,13,SAM_LIO,2,2746,68419,1779,0.16287933496673723,0.08537564426660538,0.333630623499948,0.22536318315868087
2019,23496,16,LOT_GIA,2,921,72523,986,0.11928178641700349,0.16190432012081146,0.4430904266586264,0.5685959150229252
2019,23665,16,LOT_GIA,1,932,79545,947,0.06710419118110966,0.06504037976264954,0.19718495070640873,0.04569749301426462
2019,23614,16,LOT_GIA,2,761,72523,986,0.3098804542869509,0.07563413679599762,0.4611487278789461,0.1873985792830304
2019,23501,16,LOT_GIA,1,982,68556,966,0.03474529975296292,0.025908293202519417,0.08656188615800176,0.038684367738418324
2019,22253,13,SAM_LIO,2,1074,61457,596,0.008115834543356293,0.24558334052562714,0.49928251559461057,0.7642124091448723
2019,22548,16,LOT_GIA,2,248,74630,468,0.6842509780479693,0.13712671399116516,0.9585044060302996,0.754860345973082
2019,21998,13,SAM_LIO,2,213,61457,596,1.622215760083268,0.12231433391571045,1.866844427914689,1.0204329435887276
2019,21955,21,NC_DIN,1,2908,69940,2621,0.017236414105964215,0.2117348164319992,0.44070604696996263,0.012293270714549998
2019,23782,20,LG_TWI,2,2896,76455,2673,0.0068323865357049485,0.07819417864084244,0.16322074381738982,0.534525568671075
2019,22734,20,LG_TWI,1,922,63111,990,0.14430826625812987,0.12393320351839066,0.3921746732949112,0.17675426340790246
2019,23759,21,NC_DIN,2,1025,79358,933,0.007368233041423977,0.08524461835622787,0.17785746975387973,0.15446625140759718
2019,22730,20,LG_TWI,2,672,76650,710,0.1281219797090305,0.11633745580911636,0.3607968913272632,0.5977813762714037
2019,22717,21,NC_DIN,1,481,65042,318,0.3263460465036525,0.026729566976428032,0.3798051804565086,0.026384011950111308
2019,23475,20,LG_TWI,2,65,76650,710,2.450212567327333,0.23424296081066132,2.918698488948656,0.6255056721259722
2019,22118,21,NC_DIN,1,1104,64995,1038,0.0250007148863709,0.040691763162612915,0.10638424121159673,0.005611322652749884
2019,22703,15,KIA_TIG,1,2933,69656,1506,0.08680232541645694,0.04032180830836296,0.16744594203318286,0.18652857463490768
2019,23411,14,HAN_EAG,2,2521,65769,1694,0.21245808576375058,0.09732397645711899,0.40710603867798856,0.03807259635582749
2019,23455,15,KIA_TIG,2,826,65665,448,0.1414381297750733,0.10376773029565811,0.34897359036638953,0.03381389760871212
2019,22154,15,KIA_TIG,2,1059,68639,530,0.0611399909125927,0.0609719343483448,0.1830838596092823,0.0003074941889069649
2019,21789,14,HAN_EAG,2,1010,74857,844,0.005452565714125335,0.08155371248722076,0.16855999068856686,0.1660477356555008
2019,21372,15,KIA_TIG,1,1083,66609,515,0.01006673771091915,0.016951611265540123,0.043969960241999395,0.1881412335172108
2019,22389,14,HAN_EAG,2,895,62611,894,0.18370563174530652,0.05555553734302521,0.29481670643135693,0.2803234620449997
2019,22668,15,KIA_TIG,2,320,60634,250,0.5053004108085908,0.015703335404396057,0.5367070816173829,0.7576833651685533
2019,21654,14,HAN_EAG,2,331,74857,844,1.1190128158181087,0.08659112453460693,1.2921950648873226,0.15777556463499298
2019,22923,15,KIA_TIG,1,186,67640,79,0.1023200843387384,0.06379310041666031,0.22990628517205902,0.572834811703598
2019,22508,14,HAN_EAG,2,710,62611,894,0.41497361491699625,0.03632063791155815,0.48761489074011255,0.3181429742334343
2019,23415,12,MIN_NCD,2,2982,61329,724,0.6360463477781284,0.042699504643678665,0.7214453570654857,0.1393495387320689
2019,23694,17,DOO_BEA,2,3142,79229,2414,0.08636143523599937,0.10118963569402695,0.28874070662405327,0.9021732377634466
2019,23090,12,MIN_NCD,2,935,78366,384,0.11056534273406626,0.04969826713204384,0.20996187699815394,0.4141687625683339
2019,23414,17,DOO_BEA,2,999,63248,973,0.1506735753336006,0.11306735873222351,0.3768082927980476,0.23285035221910633
2019,22427,12,MIN_NCD,2,1035,78366,384,0.21207228907590192,0.15910933911800385,0.5302909673119096,0.06910430942169388
2019,21875,12,MIN_NCD,1,81,64992,36,0.031323716677260194,0.2490740567445755,0.5294718301664112,0.375407339005851
2019,23238,12,MIN_NCD,2,843,78366,384,0.007102360852431211,0.06336404383182526,0.13383044851608172,0.5011933263729764
2019,21432,17,DOO_BEA,2,966,72447,689,0.16055797744938616,0.24389035999774933,0.6483386974448848,0.13103062845475932
2019,22782,17,DOO_BEA,1,1976,68240,1973,0.17558341039948555,0.046254027634859085,0.2680914656692037,0.21747468835818395
2019,22231,17,DOO_BEA,2,1113,63248,973,0.04271643382850776,0.08864336460828781,0.22000316304508338,0.486075664976525
2019,22525,12,MIN_NCD,1,982,67962,498,0.10012534042006216,0.16575567424297333,0.4316366889060088,0.1693759210310004
2019,23766,19,KT_WIZ,2,1244,75258,1013,0.0886628981593871,0.16367249190807343,0.41600788197553396,0.2532638407226031
2019,23713,18,KIW_HER,2,2076,67603,1889,0.026266734036494377,0.09946069121360779,0.22518811646370995,0.4090062122003637
2019,23363,18,KIW_HER,2,1204,74359,864,0.2109621683219185,0.15801355242729187,0.5269892731765022,0.24580267252054444
2019,23512,18,KIW_HER,2,212,64051,602,1.1611110916386664,0.11280692368745804,1.3867249390135825,0.1756124659722227
2019,22254,18,KIW_HER,2,558,64051,602,0.19625378419299278,0.15347327291965485,0.5032003300323025,0.17561243244461
2019,21690,19,KT_WIZ,2,732,65058,887,0.30838035529180274,0.09668280929327011,0.501745973878343,0.14578507745715186
2019,22772,18,KIW_HER,2,1178,74359,864,0.1891492229345344,0.010866065509617329,0.21088135395376906,0.36662932479408017
2019,22311,18,KIW_HER,1,697,62937,709,0.1375603436369337,0.16267043352127075,0.4629012106794752,0.16594805765478338
2019,22321,19,KT_WIZ,1,287,63104,223,0.13512785420097906,0.17034101486206055,0.47580988392510015,0.00017822306759107676
2019,23047,19,KT_WIZ,2,1028,75258,1013,0.1018851749053713,0.09316649287939072,0.28821816066415273,0.21063078866137985
2019,23651,16,LOT_GIA,2,2692,548384,2531,0.010458476959247065,0.09900585561990738,0.20847018819906182,0.8233775594209867
2019,23633,13,SAM_LIO,2,2758,68419,1779,0.158520446844725,0.0793696939945221,0.3172598348337692,0.16035627140407271
2019,23499,16,LOT_GIA,2,237,74630,468,0.7294332008412017,0.11536052078008652,0.9601542424013747,0.7437570735350327
2019,23650,16,LOT_GIA,1,1551,62528,1787,0.19273288380029552,0.12485777586698532,0.44244843553426616,0.01750777716977936
2019,23225,13,SAM_LIO,2,1126,61457,596,0.03912273893465734,0.05648769438266754,0.15209812769999242,1.2492427900354377
2019,23306,16,LOT_GIA,2,1143,72523,986,0.09645916196614568,0.006423445884138346,0.10930605373442237,0.8136233312547283
2019,22547,13,SAM_LIO,1,706,60146,524,0.29853890348843226,0.1951475888490677,0.6888340811865676,0.1459159414933371
2019,23637,13,SAM_LIO,2,995,61457,596,0.08444451752052107,0.05648767575621605,0.19741986903295317,1.3273389359178482
2019,23534,21,NC_DIN,2,2538,66920,1621,0.36149428813134943,0.027644848451018333,0.4167839850333861,0.06968844610790104
2019,21754,20,LG_TWI,1,1013,69159,964,0.02369096205230825,0.06723327934741974,0.15815752074714773,0.08155806696792745
2019,23786,20,LG_TWI,2,906,76650,710,0.17027514076137784,0.13298828899860382,0.4362517187585855,0.2988627039500793
2019,22675,21,NC_DIN,2,836,79358,933,0.1962307221998154,0.012061973102390766,0.22035466840459694,0.2748830993696556
2019,22735,21,NC_DIN,2,1112,79358,933,0.08875955858625417,0.16032113134860992,0.409401821283474,0.14561185784290398
2019,22099,21,NC_DIN,2,386,79358,933,0.9676300996595089,0.14612530171871185,1.2598807030969326,0.32313094521308994
2019,22743,20,LG_TWI,2,694,76650,710,0.09595546378896636,0.1775902956724167,0.45113605513379973,0.6566396069814333
2019,22419,15,KIA_TIG,2,1894,77637,1154,0.25782251965804903,0.05891765281558037,0.37565782528920977,0.24508625239755677
2019,23745,14,HAN_EAG,1,2762,599683,2942,0.24806609440359217,0.04595733806490898,0.33998077053341014,0.11453202133866025
2019,23439,14,HAN_EAG,2,572,62611,894,0.630760328005497,0.02040899731218815,0.6715783226298733,0.37726607680897484
2019,23312,14,HAN_EAG,1,821,67703,902,0.2788061570634319,0.028528979048132896,0.3358641151596977,0.06261932479493737
2019,22738,15,KIA_TIG,2,652,60634,250,0.20483559533782447,0.19128133356571198,0.5873982624692484,0.2653062893210141
2019,23747,14,HAN_EAG,2,125,62611,894,2.145364137768759,0.08912452310323715,2.323613183975233,0.15848404303769836
2019,22911,15,KIA_TIG,2,869,69620,669,0.4913936160534451,0.05125957727432251,0.5939127706020901,0.04820013190427641
2019,21940,12,MIN_NCD,2,2350,61329,724,0.3979576118034496,0.10510783642530441,0.6081732846540584,0.13785507892419613
2019,23696,17,DOO_BEA,1,2843,66291,2580,0.08008676890336197,0.041324835270643234,0.16273643944464844,0.03583779681515864
2019,22598,12,MIN_NCD,2,927,78366,384,0.10198159904267445,0.06275676935911179,0.22749513776089803,0.3006108849198581
2019,21624,12,MIN_NCD,2,24,69994,23,0.7155820338782029,0.20289863646030426,1.1213793067988114,1.4439823501060842
2019,22335,12,MIN_NCD,1,765,69969,302,0.15002362072671804,0.11048489809036255,0.37099341690744314,0.18496211448067967
2019,22163,17,DOO_BEA,2,1913,79229,2414,0.40962102954866797,0.11356212943792343,0.6367452884245148,0.05946353361701551
2019,23767,19,KT_WIZ,2,2700,75258,1013,0.863149443053195,0.1853969693183899,1.2339433816899747,0.2617366111751025
2019,21916,18,KIW_HER,1,2543,65320,2277,0.010184914484491436,0.0950334295630455,0.20025177361058244,0.20363486562558197
2019,23631,19,KT_WIZ,2,2161,75258,1013,0.6405610874597327,0.19247500598430634,1.0255110994283454,0.060967305945915484
2019,22624,19,KT_WIZ,2,1005,75258,1013,0.12449056007973613,0.07623264938592911,0.27695585885159435,0.2262633370134406
2019,20700,18,KIW_HER,2,666,67828,777,0.2744649509078494,0.07051420956850052,0.41549337004485043,0.050199691584456474
2019,21402,18,KIW_HER,2,936,74359,864,0.04058939536441475,0.1550680547952652,0.35072550495494514,0.10015990874636582
2019,23758,15,KIA_TIG,2,2569,77637,1154,0.04686454071468926,0.12464763969182968,0.2961598200983486,0.5788943125825652
2019,22277,13,SAM_LIO,2,1660,68419,1779,0.665968911448716,0.04492640867829323,0.7558217288053024,0.09975778623227782
2019,21733,21,NC_DIN,2,322,79358,933,1.1484024694666344,0.14765982329845428,1.443722116063543,0.17641845272833034
2019,23673,15,KIA_TIG,2,1060,68639,530,0.06019703940472265,0.04663221165537834,0.15346146271547934,0.12199421070075989
2019,23717,18,KIW_HER,2,1575,67603,1889,0.3023012874947817,0.10573220252990723,0.5137656925545961,0.11370413224453024
2019,23719,18,KIW_HER,2,1900,67603,1889,0.1148112154241776,0.023301223292946815,0.16141366201007123,0.36629502504630906
2019,22318,18,KIW_HER,2,987,74359,864,0.012410020145031453,0.1383488029241562,0.28910762599334383,0.28637334884729615
2019,22180,15,KIA_TIG,2,201,60634,250,0.9684738365374015,0.21400000154972076,1.396473839636843,0.4000965641164598
2019,22380,16,LOT_GIA,2,845,72523,986,0.20530765036737453,0.20441465079784393,0.6141369519630624,0.25548678522666
2019,22964,17,DOO_BEA,2,269,76329,137,0.4951613204289709,0.17997588217258453,0.8551130847741399,0.3523849260038592
2019,21414,17,DOO_BEA,2,1053,63248,973,0.09808112521442958,0.24066764116287231,0.5794164075401742,0.041267838841267945
2019,23122,17,DOO_BEA,2,170,76329,137,0.03840291793325612,0.05175711587071419,0.1419171496746845,1.792457959409571
2019,22996,17,DOO_BEA,1,940,67266,815,0.03445648070669893,0.1860293596982956,0.4065152001032901,0.018132856428533906
2019,22249,19,KT_WIZ,2,2157,65058,887,0.7714110886396259,0.02133474312722683,0.8140805748940796,0.4131816716019685
2019,23784,20,LG_TWI,2,1469,61145,1614,0.16732307824389014,0.20203538239002228,0.5713938430239347,0.4916167213390743
2019,22776,19,KT_WIZ,2,266,64047,190,0.21887364567455503,0.07030792534351349,0.359489496361582,0.19302182821309533
2019,22143,19,KT_WIZ,1,924,69041,866,0.05179654916383125,0.1023566722869873,0.25650989373780586,0.13783236931531384
2019,22491,20,LG_TWI,2,1026,76650,710,0.29452990057479944,0.14334391057491302,0.5812177217246255,0.26025299726001894
2019,22592,19,KT_WIZ,2,961,75258,1013,0.1692134600737143,0.03227784112095833,0.23376914231563095,0.3682347961787755
2019,23557,12,MIN_NCD,2,2075,61329,724,0.27355980754915965,0.07582149654626846,0.4252028006416966,0.07966953133394039
2019,22890,14,HAN_EAG,2,2447,518445,2584,0.2393998656115528,0.0336296372115612,0.3066591400346752,0.00621635782006269
2019,22397,14,HAN_EAG,2,1077,62611,894,0.0012167067487052208,0.15631377696990967,0.31384426068852456,0.005287988627149964
2019,22192,21,NC_DIN,2,2528,66920,1621,0.35754795309663656,0.11331454664468765,0.5841770463860119,0.0801383734081158
2019,22469,13,SAM_LIO,2,1713,68419,1779,0.6345589219042855,0.04998097941279411,0.7345208807298738,0.19114341898565002
2019,22278,13,SAM_LIO,1,1648,594902,827,0.09242628768279104,0.035666413605213165,0.16375911489321737,0.07317991109793365
2019,22123,13,SAM_LIO,2,881,61457,596,0.20599971909832782,0.21373800933361053,0.6334757377655489,0.7188020703556477
2019,21936,15,KIA_TIG,2,2186,77637,1154,0.11451061649780758,0.13958905637264252,0.3936887292430926,0.4196862304994733
